Label,Label2,id,node
Malvina Cornell Hoffman,1924,23,23
Malvina Cornell Hoffman,1923,23,23
Malvina Cornell Hoffman,1912,23,23
Malvina Cornell Hoffman,1955,23,23
Malvina Cornell Hoffman,1937,23,23
Malvina Cornell Hoffman,1937,23,23
Malvina Cornell Hoffman,1920,23,23
Malvina Cornell Hoffman,1937,23,23
Malvina Cornell Hoffman,1937,23,23
Julio Kilenyi,1919,24,24
Julio Kilenyi,1919,24,24
Margaret Hoard,1914,25,25
John Henry Bradley Storrs,1934,26,26
John Henry Bradley Storrs,1922,26,26
Elie Nadelman,1933,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1908,27,27
Elie Nadelman,1913,27,27
Elie Nadelman,1914,27,27
Elie Nadelman,1911,27,27
Elie Nadelman,1907,27,27
Elie Nadelman,1912,27,27
Elie Nadelman,1912,27,27
Elie Nadelman,1909,27,27
Elie Nadelman,1903,27,27
Elie Nadelman,1916,27,27
Elie Nadelman,1914,27,27
Elie Nadelman,1923,27,27
Elie Nadelman,1917,27,27
Elie Nadelman,1917,27,27
Elie Nadelman,1919,27,27
Elie Nadelman,1914,27,27
Elie Nadelman,1914,27,27
Elie Nadelman,1914,27,27
Elie Nadelman,1904,27,27
Elie Nadelman,1923,27,27
Elie Nadelman,1916,27,27
Elie Nadelman,1912,27,27
Elie Nadelman,1930,27,27
Elie Nadelman,1908,27,27
Elie Nadelman,1914,27,27
Elie Nadelman,1913,27,27
Elie Nadelman,1904,27,27
Elie Nadelman,1910,27,27
Josef Albers,1928,28,28
Josef Albers,1921,28,28
Josef Albers,1970,28,28
Josef Albers,1949,28,28
Josef Albers,1950,28,28
Josef Albers,1921,28,28
Josef Albers,1949,28,28
Josef Albers,1948,28,28
Josef Albers,1947,28,28
Josef Albers,1969,28,28
Josef Albers,1969,28,28
Josef Albers,1963,28,28
Josef Albers,1971,28,28
Josef Albers,1970,28,28
Josef Albers,1951,28,28
Josef Albers,1951,28,28
Josef Albers,1959,28,28
Josef Albers,1956,28,28
Josef Albers,1965,28,28
Romare Bearden,1969,29,29
Romare Bearden,1975,29,29
Romare Bearden,1971,29,29
Romare Bearden,1976,29,29
Romare Bearden,1976,29,29
Romare Bearden,1976,29,29
Romare Bearden,1945,29,29
Romare Bearden,1971,29,29
Romare Bearden,1971,29,29
Romare Bearden,1971,29,29
Romare Bearden,1971,29,29
Romare Bearden,1971,29,29
Romare Bearden,1971,29,29
Romare Bearden,1971,29,29
Romare Bearden,1971,29,29
Romare Bearden,1971,29,29
Romare Bearden,1971,29,29
Romare Bearden,1971,29,29
Romare Bearden,1943,29,29
Romare Bearden,1941,29,29
Aristocrat Embroidery,1969,30,30
Aristocrat Embroidery,1967,30,30
Aristocrat Embroidery,1968,30,30
Richard Hunt,1965,31,31
Richard Hunt,1982,31,31
Richard Hunt,1955,31,31
Theodoros Stamos,1969,32,32
Theodoros Stamos,1948,32,32
Theodoros Stamos,1947,32,32
Theodoros Stamos,1947,32,32
Theodoros Stamos,1947,32,32
Theodoros Stamos,1947,32,32
Theodoros Stamos,1947,32,32
Theodoros Stamos,1947,32,32
Theodoros Stamos,1948,32,32
Theodoros Stamos,1954,32,32
Theodoros Stamos,1950,32,32
Theodoros Stamos,1946,32,32
Theodoros Stamos,1946,32,32
Theodoros Stamos,1946,32,32
Theodoros Stamos,1946,32,32
Anni Albers,1950,33,33
Anni Albers,1952,33,33
Anni Albers,1940,33,33
Anni Albers,1949,33,33
Anni Albers,1930,33,33
Anni Albers,1949,33,33
Anni Albers,1900,33,33
Anni Albers,1960,33,33
Anni Albers,1949,33,33
Anni Albers,1946,33,33
Anni Albers,1948,33,33
Anni Albers,1950,33,33
Anni Albers,1944,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1950,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1929,33,33
Anni Albers,1950,33,33
Anni Albers,1900,33,33
Anni Albers,1933,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1953,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1929,33,33
Anni Albers,1929,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1900,33,33
Anni Albers,1948,33,33
Anni Albers,1949,33,33
Anni Albers,1945,33,33
Anni Albers,1958,33,33
Anni Albers,1900,33,33
Edward Avedisian,1969,34,34
Edward Avedisian,1977,34,34
Edward Avedisian,1977,34,34
Edward Avedisian,1965,34,34
Conrad Marca-Relli,1955,35,35
Conrad Marca-Relli,1960,35,35
Conrad Marca-Relli,1956,35,35
Conrad Marca-Relli,1956,35,35
Wilhelm Hunt Diederich,1920,36,36
Wilhelm Hunt Diederich,1921,36,36
Wilhelm Hunt Diederich,1921,36,36
Wilhelm Hunt Diederich,1900,36,36
Wilhelm Hunt Diederich,1931,36,36
Wilhelm Hunt Diederich,1884,36,36
Wilhelm Hunt Diederich,1920,36,36
Fair-Tex Mills,1970,37,37
Fair-Tex Mills,1968,37,37
Jasco Fabrics,1970,38,38
Will and Eileen Richardson,1970,39,39
Amicale Industries,1970,40,40
Shamokin Woolen Mills,1970,41,41
Balfour Mills,1970,42,42
Saul Goldman|Borg Fabrics,1970,43,43
Saul Goldman|Borg Fabrics,1970,43,43
Preston Dickinson,1924,44,44
Preston Dickinson,1930,44,44
Preston Dickinson,1916,44,44
Preston Dickinson,1926,44,44
Preston Dickinson,1922,44,44
Preston Dickinson,1924,44,44
Hal Reed,1970,45,45
Mark Rothko,1960,46,46
Mark Rothko,1967,46,46
Mark Rothko,1969,46,46
Mark Rothko,1967,46,46
Mark Rothko,1949,46,46
Mark Rothko,1949,46,46
Mark Rothko,1958,46,46
Mark Rothko,1945,46,46
Mark Rothko,1944,46,46
Mark Rothko,1945,46,46
Mark Rothko,1969,46,46
Mark Rothko,1944,46,46
Mark Rothko,1944,46,46
Mark Rothko,1954,46,46
Mark Rothko,1964,46,46
Mark Rothko,1953,46,46
Mark Rothko,1968,46,46
Leon Polk Smith,1949,47,47
Leon Polk Smith,1961,47,47
Leon Polk Smith,1957,47,47
Worden Day,1969,48,48
Worden Day,1982,48,48
Ward Lockwood,1921,49,49
Man Ray,1924,50,50
Man Ray,1947,50,50
Man Ray,1916,50,50
Man Ray,1945,50,50
Man Ray,1961,50,50
Man Ray,1942,50,50
Man Ray,1943,50,50
Man Ray,1946,50,50
Man Ray,1943,50,50
Man Ray,1943,50,50
Man Ray,1943,50,50
Man Ray,1962,50,50
Man Ray,1915,50,50
Man Ray,1943,50,50
Man Ray,1946,50,50
Man Ray,1946,50,50
Man Ray,1946,50,50
Man Ray,1919,50,50
Man Ray,1920,50,50
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Peer Smed,1935,51,51
Frank Stella,1964,52,52
Frank Stella,1963,52,52
Frank Stella,2000,52,52
Frank Stella,2000,52,52
Frank Stella,1999,52,52
Frank Stella,1999,52,52
Frank Stella,1997,52,52
Frank Stella,1998,52,52
Frank Stella,1998,52,52
Frank Stella,1998,52,52
Frank Stella,1998,52,52
Frank Stella,1998,52,52
Frank Stella,1998,52,52
Frank Stella,1998,52,52
Frank Stella,1996,52,52
Frank Stella,1996,52,52
Frank Stella,1996,52,52
Frank Stella,1996,52,52
Frank Stella,1996,52,52
Frank Stella,1996,52,52
Frank Stella,1996,52,52
Frank Stella,1996,52,52
Frank Stella,1996,52,52
Frank Stella,1996,52,52
Frank Stella,1995,52,52
Frank Stella,1995,52,52
Frank Stella,1995,52,52
Frank Stella,1993,52,52
Frank Stella,1993,52,52
Frank Stella,1993,52,52
Frank Stella,1993,52,52
Frank Stella,1991,52,52
Frank Stella,1991,52,52
Frank Stella,1989,52,52
Frank Stella,1989,52,52
Frank Stella,1985,52,52
Frank Stella,1982,52,52
Frank Stella,1982,52,52
Frank Stella,2011,52,52
"Tom Allen, Jr.",1970,53,53
Albert Christ-Janer,1966,54,54
Calister Thomas,1970,55,55
Calister Thomas,1969,55,55
Calister Thomas,1970,55,55
Beverly Nusom,1971,56,56
Roger Baker,1960,57,57
Peter Blume,1939,58,58
Peter Blume,1958,58,58
Peter Blume,1968,58,58
Peter Blume,1968,58,58
Peter Blume,1931,58,58
Peter Blume,1946,58,58
Peter Blume,1930,58,58
Peter Blume,1952,58,58
Peter Blume,1957,58,58
Peter Blume,1961,58,58
Kenneth Callahan,1959,59,59
Kenneth Callahan,1950,59,59
Kenneth Callahan,1944,59,59
Kenneth Callahan,1949,59,59
Kenneth Callahan,1948,59,59
Kenneth Callahan,1959,59,59
Kenneth Callahan,1960,59,59
Kenneth Callahan,1960,59,59
Edward Melcarth,1914,60,60
Van Day Truex,1904,61,61
Van Day Truex,1904,61,61
Leonid,1949,62,62
Leonid,1937,62,62
Walter Stuempfig,1914,63,63
Walter Stuempfig,1948,63,63
Walter Stuempfig,1914,63,63
Walter Stuempfig,1947,63,63
Richard Diebenkorn,1970,64,64
Richard Diebenkorn,1962,64,64
David Smith,1965,65,65
David Smith,1965,65,65
David Smith,1957,65,65
David Smith,1933,65,65
David Smith,1963,65,65
David Smith,1950,65,65
David Smith,1951,65,65
David Smith,1958,65,65
David Smith,1953,65,65
David Smith,1953,65,65
David Smith,1952,65,65
David Smith,1950,65,65
David Smith,1950,65,65
David Smith,1953,65,65
Ellsworth Kelly,1960,66,66
Ellsworth Kelly,1984,66,66
Ellsworth Kelly,1952,66,66
Ellsworth Kelly,1977,66,66
Ellsworth Kelly,1982,66,66
Ellsworth Kelly,1968,66,66
Ellsworth Kelly,1963,66,66
Ellsworth Kelly,1969,66,66
Ellsworth Kelly,1982,66,66
Ellsworth Kelly,1982,66,66
Ellsworth Kelly,1982,66,66
Ellsworth Kelly,1983,66,66
Ellsworth Kelly,1982,66,66
Ellsworth Kelly,1982,66,66
Ellsworth Kelly,2005,66,66
Herbert Gentry,1971,67,67
William Baziotes,1957,68,68
William Baziotes,1947,68,68
William Baziotes,1952,68,68
William Baziotes,1940,68,68
William Baziotes,1933,68,68
William Baziotes,1945,68,68
William Baziotes,1950,68,68
William Baziotes,1942,68,68
Moïse Kisling|Jacques Lipchitz,1920,69,69
Philip Guston,1961,70,70
Philip Guston,1960,70,70
Philip Guston,1977,70,70
Philip Guston,1952,70,70
Philip Guston,1963,70,70
Philip Guston,1973,70,70
Philip Guston,1931,70,70
Philip Guston,1979,70,70
Philip Guston,1979,70,70
Philip Guston,1947,70,70
Philip Guston,1950,70,70
Philip Guston,1952,70,70
Hale Woodruff,1971,71,71
Hale Woodruff,1971,71,71
Hale Woodruff,1967,71,71
Hale Woodruff,1935,71,71
Hale Woodruff,1935,71,71
Hale Woodruff,1935,71,71
Hale Woodruff,1938,71,71
Hale Woodruff,1935,71,71
Hale Woodruff,1935,71,71
Hale Woodruff,1930,71,71
Ely Jacques Kahn,1911,72,72
Thomas Sills,1970,73,73
James Whitney Fosburgh,1971,74,74
James Whitney Fosburgh,1957,74,74
Dorothy Liebes,1938,75,75
Dorothy Liebes,1934,75,75
Dorothy Liebes,1934,75,75
Dorothy Liebes,1934,75,75
Dorothy Liebes,1934,75,75
Dorothy Liebes,1934,75,75
Dorothy Liebes,1934,75,75
Dorothy Liebes,1935,75,75
Dorothy Liebes,1936,75,75
Dorothy Liebes,1937,75,75
Dorothy Liebes,1938,75,75
Dorothy Liebes,1938,75,75
Dorothy Liebes,1938,75,75
Dorothy Liebes,1939,75,75
Dorothy Liebes,1939,75,75
Dorothy Liebes,1939,75,75
Dorothy Liebes,1939,75,75
Dorothy Liebes,1940,75,75
Dorothy Liebes,1940,75,75
Dorothy Liebes,1940,75,75
Dorothy Liebes,1940,75,75
Dorothy Liebes,1940,75,75
Dorothy Liebes,1950,75,75
Dorothy Liebes,1943,75,75
Dorothy Liebes,1946,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1940,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1948,75,75
Dorothy Liebes,1948,75,75
Dorothy Liebes,1963,75,75
Dorothy Liebes,1948,75,75
Dorothy Liebes,1948,75,75
Dorothy Liebes,1948,75,75
Dorothy Liebes,1948,75,75
Dorothy Liebes,1948,75,75
Dorothy Liebes,1948,75,75
Dorothy Liebes,1948,75,75
Dorothy Liebes,1949,75,75
Dorothy Liebes,1949,75,75
Dorothy Liebes,1949,75,75
Dorothy Liebes,1947,75,75
Dorothy Liebes,1950,75,75
Dorothy Liebes,1949,75,75
Dorothy Liebes,1949,75,75
Dorothy Liebes,1951,75,75
Dorothy Liebes,1951,75,75
Dorothy Liebes,1951,75,75
Dorothy Liebes,1951,75,75
Dorothy Liebes,1950,75,75
Dorothy Liebes,1952,75,75
Dorothy Liebes,1953,75,75
Dorothy Liebes,1952,75,75
Dorothy Liebes,1955,75,75
Dorothy Liebes,1950,75,75
Dorothy Liebes,1952,75,75
Dorothy Liebes,1952,75,75
Dorothy Liebes,1952,75,75
Dorothy Liebes,1952,75,75
Dorothy Liebes,1952,75,75
Dorothy Liebes,1953,75,75
Dorothy Liebes,1966,75,75
Dorothy Liebes,1966,75,75
Dorothy Liebes,1950,75,75
Dorothy Liebes,1940,75,75
Dorothy Liebes,1940,75,75
Dorothy Liebes,1940,75,75
Dorothy Liebes,1900,75,75
Dorothy Liebes,1940,75,75
Dorothy Liebes,1955,75,75
Dorothy Liebes,1930,75,75
Dorothy Liebes,1930,75,75
Dorothy Liebes,1930,75,75
Dorothy Liebes,1930,75,75
Dorothy Liebes,1930,75,75
Steuben|Frederick Carder,1931,76,76
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1971,77,77
Jack Lenor Larsen,1971,77,77
Jack Lenor Larsen,1961,77,77
Jack Lenor Larsen,1969,77,77
Jack Lenor Larsen,1977,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1970,77,77
Jack Lenor Larsen,1973,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1976,77,77
Jack Lenor Larsen,1970,77,77
Jack Lenor Larsen,1983,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1900,77,77
Jack Lenor Larsen,1978,77,77
Jack Lenor Larsen,1978,77,77
Raymond Parker,1959,78,78
Raymond Parker,1978,78,78
Carlos Osorio,1973,79,79
Barbara Chase-Riboud,1972,80,80
Barbara Chase-Riboud,1973,80,80
Barbara Chase-Riboud,1974,80,80
Barbara Chase-Riboud,1974,80,80
Hobson Pittman,1932,81,81
Hobson Pittman,1963,81,81
Hobson Pittman,1958,81,81
Hobson Pittman,1958,81,81
Hobson Pittman,1963,81,81
Hobson Pittman,1962,81,81
Hobson Pittman,1957,81,81
Hobson Pittman,1954,81,81
Hobson Pittman,1966,81,81
Hobson Pittman,1936,81,81
Hobson Pittman,1944,81,81
Friedel Dzubas,1972,82,82
Louise Bourgeois,1967,83,83
Louise Bourgeois,1968,83,83
Louise Bourgeois,1982,83,83
Louise Bourgeois,1994,83,83
Esteban Vicente,1972,84,84
Esteban Vicente,1966,84,84
Esteban Vicente,1976,84,84
Esteban Vicente,1951,84,84
Esteban Vicente,1986,84,84
Esteban Vicente,1956,84,84
Esteban Vicente,1950,84,84
Larry Poons,1972,85,85
Larry Poons,1966,85,85
Gene Davis,1959,86,86
Gene Davis,1978,86,86
Gene Davis,1982,86,86
Don Wight,1970,87,87
Don Wight,1961,87,87
Wendy Klein,1971,88,88
Yoshiko Kogo,1971,89,89
Yoshiko Kogo,1971,89,89
Countess Elsie Lee Gozzi|Fortuny,1935,90,90
Countess Elsie Lee Gozzi|Fortuny,1935,90,90
Countess Elsie Lee Gozzi|Fortuny,1935,90,90
Countess Elsie Lee Gozzi|Fortuny,1935,90,90
Countess Elsie Lee Gozzi|Fortuny,1935,90,90
Countess Elsie Lee Gozzi|Fortuny,1935,90,90
Countess Elsie Lee Gozzi|Fortuny,1935,90,90
Countess Elsie Lee Gozzi|Fortuny,1935,90,90
Michael Hurson,1971,91,91
Michael Hurson,1977,91,91
Gandy Brodie,1970,92,92
Gandy Brodie,1970,92,92
Gandy Brodie,1963,92,92
Sally Hazelet Drummond,1973,93,93
Christopher Wilmarth,1974,94,94
Christopher Wilmarth,1977,94,94
Christopher Wilmarth,1967,94,94
Christopher Wilmarth,1983,94,94
Isamu Noguchi,1945,95,95
Isamu Noguchi,1979,95,95
Isamu Noguchi,1931,95,95
Isamu Noguchi,1945,95,95
Isamu Noguchi,1937,95,95
Isamu Noguchi,1952,95,95
Chunghi Choo,1970,96,96
Chunghi Choo,1979,96,96
Sylvia Carewe,1959,97,97
Ilya Bolotowsky,1938,98,98
Ilya Bolotowsky,1975,98,98
Ilya Bolotowsky,1936,98,98
Ilya Bolotowsky,1940,98,98
Guy Pène du Bois,1931,99,99
Guy Pène du Bois,1914,99,99
Guy Pène du Bois,1934,99,99
Guy Pène du Bois,1945,99,99
Guy Pène du Bois,1923,99,99
Guy Pène du Bois,1924,99,99
Reginald Marsh,1932,100,100
Reginald Marsh,1930,100,100
Reginald Marsh,1929,100,100
Reginald Marsh,1939,100,100
Reginald Marsh,1948,100,100
Reginald Marsh,1948,100,100
Reginald Marsh,1898,100,100
Reginald Marsh,1898,100,100
Reginald Marsh,1898,100,100
Reginald Marsh,1945,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1932,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1932,100,100
Reginald Marsh,1933,100,100
Reginald Marsh,1930,100,100
Reginald Marsh,1928,100,100
Reginald Marsh,1938,100,100
Reginald Marsh,1938,100,100
Reginald Marsh,1930,100,100
Reginald Marsh,1954,100,100
Reginald Marsh,1933,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1926,100,100
Reginald Marsh,1943,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1935,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1943,100,100
Reginald Marsh,1938,100,100
Reginald Marsh,1926,100,100
Reginald Marsh,1933,100,100
Reginald Marsh,1926,100,100
Reginald Marsh,1938,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1938,100,100
Reginald Marsh,1928,100,100
Reginald Marsh,1933,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1950,100,100
Reginald Marsh,1926,100,100
Reginald Marsh,1929,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1933,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1953,100,100
Reginald Marsh,1953,100,100
Reginald Marsh,1943,100,100
Reginald Marsh,1943,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1928,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1933,100,100
Reginald Marsh,1933,100,100
Reginald Marsh,1930,100,100
Reginald Marsh,1955,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1923,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1936,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1943,100,100
Reginald Marsh,1951,100,100
Reginald Marsh,1928,100,100
Reginald Marsh,1928,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1944,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1954,100,100
Reginald Marsh,1944,100,100
Reginald Marsh,1928,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1941,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1948,100,100
Reginald Marsh,1949,100,100
Reginald Marsh,1935,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1943,100,100
Reginald Marsh,1942,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1951,100,100
Reginald Marsh,1949,100,100
Reginald Marsh,1941,100,100
Reginald Marsh,1934,100,100
Reginald Marsh,1930,100,100
Reginald Marsh,1943,100,100
Reginald Marsh,1943,100,100
Reginald Marsh,1926,100,100
Reginald Marsh,1947,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1930,100,100
Reginald Marsh,1930,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1928,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1933,100,100
Reginald Marsh,1932,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1949,100,100
Reginald Marsh,1950,100,100
Reginald Marsh,1932,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1932,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1932,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1932,100,100
Reginald Marsh,1932,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1930,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1946,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1935,100,100
Reginald Marsh,1935,100,100
Reginald Marsh,1925,100,100
Reginald Marsh,1942,100,100
Reginald Marsh,1933,100,100
Reginald Marsh,1932,100,100
Reginald Marsh,1931,100,100
Reginald Marsh,1931,100,100
