Artist,Year
Terence Harold Robsjohn-Gibbings|Peterson Studios,1932
Pele de Lappe,1933
Christine Hiebert,2000
Christine Hiebert,2000
"Simone Strasser|Onondaga Silk Company, Inc.",1944
"Zue Martin|Onondaga Silk Company, Inc.",1944
"Fritzi Reckendorf|Onondaga Silk Company, Inc.",1944
"Simone Strasser|Onondaga Silk Company, Inc.",1944
"Fritzi Reckendorf|Onondaga Silk Company, Inc.",1944
"Fritzi Reckendorf|Onondaga Silk Company, Inc.",1944
"Fritzi Reckendorf|Onondaga Silk Company, Inc.",1944
"Henriette Reiss|Omar Kiam|Onondaga Silk Company, Inc.",1945
Robert Arneson,1979
Serge Chermayeff|L. Anton Maix Fabrics NYC,1952
Serge Chermayeff|L. Anton Maix Fabrics NYC,1952
Serge Chermayeff|L. Anton Maix Fabrics NYC,1952
Bianchini-Férier|Peter Todd Mitchell|Norman Norell,1944
Michael Tracy,1985
Martin Kline,2000
Cy Twombly,1958
Cy Twombly,1958
Cy Twombly,1958
Cy Twombly,1958
Man Ray,1945
Man Ray,1961
Man Ray,1942
Man Ray,1943
Man Ray,1946
Man Ray,1943
Man Ray,1943
Man Ray,1943
Man Ray,1962
Man Ray,1915
Man Ray,1943
Man Ray,1946
Man Ray,1946
Man Ray,1946
Terry Winters,2000
Terry Winters,2000
Terry Winters,2000
Willie Birch,2000
Terry Winters|Universal Limited Art Editions,1983
Terry Winters,1984
Terry Winters,1985
Terry Winters,1991
"Terry Winters|Universal Limited Art Editions, Inc.",1994
Terry Winters,1998
Terry Winters,1998
Terry Winters,1998
Terry Winters,1999
Terry Winters,2000
Terry Winters,1998
EKCO Products International Company|Marion Weeber,1963
EKCO Products International Company|Marion Weeber,1963
EKCO Products International Company|Marion Weeber,1963
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1971
Marion Weeber|EKCO Products International Company,1965
"Henry Dreyfuss|International Silver Company, Meriden, Connecticut",1938
Jacob Lawrence,1942
Darryl Pottorf|Robert Rauschenberg|Gemini G.E.L.,2000
Oscar Bluemner,1916
Whitfield Lovell,2000
Robert Rauschenberg|Darryl Pottorf|Gemini G.E.L.,2000
Robert Rauschenberg|Darryl Pottorf|Gemini G.E.L.,2000
Robert Rauschenberg|Darryl Pottorf|Gemini G.E.L.,2000
Robert Rauschenberg|Gemini G.E.L.,2000
Robert Rauschenberg|Gemini G.E.L.,2000
Gemini G.E.L.|Robert Rauschenberg,2000
Robert Rauschenberg|Gemini G.E.L.,2000
Robert Rauschenberg|Gemini G.E.L.,2000
Robert Rauschenberg|Gemini G.E.L.,2000
Darryl Pottorf|Gemini G.E.L.,2000
Gemini G.E.L.|Darryl Pottorf,2000
Darryl Pottorf|Gemini G.E.L.,2000
Darryl Pottorf|Gemini G.E.L.,2000
Darryl Pottorf|Gemini G.E.L.,2000
Darryl Pottorf|Gemini G.E.L.,2000
Leonardo Drew,1999
Leonardo Drew,1999
Robert Rauschenberg|Gemini G.E.L.,2000
Robert Rauschenberg|Gemini G.E.L.,2000
Gemini G.E.L.|Robert Rauschenberg,2000
Robert Rauschenberg|Gemini G.E.L.,2000
Mari-Louise Van Esselstyn,1944
Stephen Hannock,2000
Heinz Barger Verlag (previously Verlag Neue Jugend)|George Grosz,1917
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1971
Marion Weeber|EKCO Products International Company,1971
Marion Weeber|EKCO Products International Company,1971
Marion Weeber|EKCO Products International Company,1971
Marion Weeber|EKCO Products International Company,1971
Marion Weeber|EKCO Products International Company,1971
Marion Weeber|EKCO Products International Company,1971
Marion Weeber|EKCO Products International Company,1971
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber|EKCO Products International Company,1965
Marion Weeber,1965
Marion Weeber,1959
Marion Weeber,1965
Joan Witek,2000
Joan Witek,1999
John Gibson,2000
Benny Andrews,1998
Benny Andrews,2000
Faith Ringgold,2000
Faith Ringgold,2000
Faith Ringgold,2001
Joel Shapiro,2000
Joel Shapiro,2000
Martin Puryear|The Arion Press,2000
Martin Puryear,2000
Terry Winters|Universal Limited Art Editions,2001
Terry Winters|Universal Limited Art Editions,2001
Robert Bechtle,1994
"Juan Sanchez|Dieu Donné Papermill|Lower East Side Printshop, Inc.",2000
Melvin Edwards,2000
Melvin Edwards,2001
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse|P. Fiebiger Iron Works,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse|P. Fiebiger Iron Works|International Nickel Company,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Herman Rosse,1928
Reginald Marsh,1925
Reginald Marsh,1932
Reginald Marsh,1931
Reginald Marsh,1932
Reginald Marsh,1933
Reginald Marsh,1930
Reginald Marsh,1928
Reginald Marsh,1938
Reginald Marsh,1938
Reginald Marsh,1930
Reginald Marsh,1954
Reginald Marsh,1933
Reginald Marsh,1925
Reginald Marsh,1926
Reginald Marsh,1943
Reginald Marsh,1925
Reginald Marsh,1935
Reginald Marsh,1925
Reginald Marsh,1943
Reginald Marsh,1938
Reginald Marsh,1926
Reginald Marsh,1933
Reginald Marsh,1926
Reginald Marsh,1938
Reginald Marsh,1931
Reginald Marsh,1925
Reginald Marsh,1938
Julian Hatton,2001
Reginald Marsh,1928
Reginald Marsh,1933
Reginald Marsh,1931
Reginald Marsh,1925
Reginald Marsh,1950
Reginald Marsh,1926
Reginald Marsh,1929
Reginald Marsh,1925
Reginald Marsh,1925
Reginald Marsh,1933
Reginald Marsh,1931
Reginald Marsh,1953
Reginald Marsh,1953
Reginald Marsh,1943
Reginald Marsh,1943
Reginald Marsh,1925
Reginald Marsh,1928
Reginald Marsh,1931
Reginald Marsh,1933
Reginald Marsh,1933
Reginald Marsh,1930
Reginald Marsh,1955
Reginald Marsh,1925
Reginald Marsh,1923
Reginald Marsh,1925
Reginald Marsh,1936
Reginald Marsh,1925
Reginald Marsh,1943
Reginald Marsh,1951
Reginald Marsh,1928
Reginald Marsh,1928
Reginald Marsh,1925
Reginald Marsh,1944
Reginald Marsh,1925
Reginald Marsh,1954
Reginald Marsh,1944
Reginald Marsh,1928
Reginald Marsh,1925
Reginald Marsh,1931
Reginald Marsh,1941
Reginald Marsh,1925
Reginald Marsh,1948
Reginald Marsh,1949
Reginald Marsh,1935
Reginald Marsh,1925
Reginald Marsh,1943
Reginald Marsh,1942
Reginald Marsh,1931
Reginald Marsh,1925
Reginald Marsh,1925
Reginald Marsh,1925
Reginald Marsh,1931
Reginald Marsh,1931
Reginald Marsh,1951
Reginald Marsh,1949
Reginald Marsh,1941
Reginald Marsh,1934
Reginald Marsh,1930
Reginald Marsh,1943
Reginald Marsh,1943
Reginald Marsh,1926
Reginald Marsh,1947
Reginald Marsh,1925
Reginald Marsh,1930
Reginald Marsh,1930
Reginald Marsh,1931
Reginald Marsh,1931
Reginald Marsh,1931
Reginald Marsh,1928
Reginald Marsh,1931
Reginald Marsh,1925
Reginald Marsh,1931
Reginald Marsh,1931
Reginald Marsh,1933
Reginald Marsh,1932
Reginald Marsh,1931
Reginald Marsh,1925
Reginald Marsh,1949
Reginald Marsh,1950
Reginald Marsh,1932
Reginald Marsh,1931
Reginald Marsh,1931
Reginald Marsh,1932
Reginald Marsh,1925
Reginald Marsh,1925
Reginald Marsh,1932
Reginald Marsh,1925
Reginald Marsh,1932
Reginald Marsh,1932
Reginald Marsh,1931
Reginald Marsh,1931
Reginald Marsh,1930
Reginald Marsh,1931
Reginald Marsh,1946
Reginald Marsh,1925
Reginald Marsh,1935
Reginald Marsh,1935
Reginald Marsh,1925
Reginald Marsh,1942
Reginald Marsh,1933
Reginald Marsh,1932
Reginald Marsh,1931
Reginald Marsh,1931
Reginald Marsh,1935
Reginald Marsh,1932
Reginald Marsh,1925
Reginald Marsh,1947
Bill Viola,2000
Chakaia Booker,2001
Walter Gropius|Herbert Bayer,1923
"Trevor Baylis|Freeplay Energy USA, Inc.",1994
Peck & Peck,1933
Peck & Peck,1927
Reginald Marsh,1936
Reginald Marsh,1936
Reginald Marsh,1945
Reginald Marsh,1939
Reginald Marsh,1948
Reginald Marsh,1926
Reginald Marsh,1949
Reginald Marsh,1944
Reginald Marsh,1926
Reginald Marsh,1925
Stephen Hannock,1993
Stephen Hannock,1993
Stephen Hannock,1993
Stephen Hannock,1993
Jimmy Wright,2001
Reginald Marsh,1951
Reginald Marsh,1952
Reginald Marsh,1949
Reginald Marsh,1925
Reginald Marsh,1925
Reginald Marsh,1943
Reginald Marsh,1926
Reginald Marsh,1925
Reginald Marsh,1949
Reginald Marsh,1953
Reginald Marsh,1926
Reginald Marsh,1932
Reginald Marsh,1930
Reginald Marsh,1925
Reginald Marsh,1933
Reginald Marsh,1950
Sean Scully,2001
Reginald Marsh,1952
Reginald Marsh,1933
Reginald Marsh,1925
Reginald Marsh,1933
Reginald Marsh,1925
Reginald Marsh,1925
Reginald Marsh,1950
Reginald Marsh,1925
Reginald Marsh,1944
Reginald Marsh,1949
Reginald Marsh,1934
Reginald Marsh,1934
Reginald Marsh,1930
Reginald Marsh,1930
Reginald Marsh,1930
Reginald Marsh,1925
Reginald Marsh,1930
Reginald Marsh,1932
Reginald Marsh,1935
Reginald Marsh,1935
Reginald Marsh,1932
Reginald Marsh,1933
Reginald Marsh,1932
Reginald Marsh,1925
Reginald Marsh,1943
Reginald Marsh,1943
Reginald Marsh,1943
Reginald Marsh,1943
Reginald Marsh,1935
Reginald Marsh,1928
Reginald Marsh,1933
Reginald Marsh,1926
Reginald Marsh,1938
Reginald Marsh,1940
Reginald Marsh,1937
Reginald Marsh,1925
Reginald Marsh,1925
Reginald Marsh,1925
Reginald Marsh,1925
Bruce Conner,1965
Bruce Conner,1967
Agnes Denes,1970
Agnes Denes,1974
Agnes Denes,1980
Agnes Denes,1980
Alan Saret,1967
Alan Saret,1979
Richard Diebenkorn,1962
Isamu Noguchi,1952
Arnold J. Kemp,2001
Peter Shire,1981
Peter Shire,1982
Peter Shire,1982
Peter Shire,1981
Ralph Fasanella,1949
Jean Xceron,1937
Jean Xceron,1962
Leon Steinmetz,2000
Leon Steinmetz,2000
John Ahearn,1999
Mary Beth McKenzie,1999
Robert Willson,1992
"Robert Rauschenberg|Universal Limited Art Editions, Inc.",2000
"Robert Rauschenberg|Universal Limited Art Editions, Inc.",1999
"Robert Rauschenberg|Universal Limited Art Editions, Inc.",2000
"Robert Rauschenberg|Universal Limited Art Editions, Inc.",2000
"Robert Rauschenberg|Universal Limited Art Editions, Inc.",1999
"Robert Rauschenberg|Universal Limited Art Editions, Inc.",2000
"Robert Rauschenberg|Universal Limited Art Editions, Inc.",1999
"Robert Rauschenberg|Universal Limited Art Editions, Inc.",1999
"Robert Rauschenberg|Universal Limited Art Editions, Inc.",1999
Andy Warhol,1964
Anne Peretz,2000
Knoll Textiles|Noemi Raymond,1949
Ferne Jacobs,1988
"Robert Rauschenberg|Universal Limited Art Editions, Inc.",2000
Marion Dorn,1920
David Shaner,1994
Linda MacNeil,1994
Terry Winters|Jean Starobinski,2001
Marcel Duchamp,1934
Eva Zeisel|Red Wing Pottery,1947
John Graham,1943
Hans Moller,1943
Arshile Gorky,1928
"Vincent D. Smith|G.W. Einstein Co., Inc.",1965
Vincent D. Smith,1972
Susan Weil,2002
Ellen Phelan,1999
Vincent D. Smith|Mary Ann Unger|Linda Swanson|Mohammed Omer Khalil|Printmaking Workshop,1973
Vincent D. Smith,1996
Joseph Stella,1921
John Marin,1910
Marcel Duchamp,1957
Jackson Pollock,1943
Saul Steinberg,1963
Pavel Tchelitchew,1937
Fance Franck|Sèvres Manufactory,1989
Nellie Mae Rowe,1978
Joan Witek,1994
Petah Coyne,1997
Rick Dillingham,1978
Frank Gehry,1985
Tony Marsh,2002
Man Ray,1919
Anita Huffington,1999
Gilbert Rohde,1930
Alexey Brodovitch,1945
Alexey Brodovitch,1945
Mark Hadjipateras|Pyramid Atlantic,2000
"Fairfield Porter|Brooke Alexander, Inc.|Bank Street Atelier|M. Knoedler & Co., Inc., New York",1971
Jim Dine,1961
Kevin Larmon,1988
Kevin Larmon,1987
Jim Torok,2001
Yves Tanguy,1926
David Novros,1974
Jim Dine,1961
Jim Dine,1961
Jim Dine,1961
Jim Dine,1961
Jim Dine,1961
Jim Dine,1961
Jim Dine,1961
Jim Dine,1961
Jim Dine,1961
Richard Tuttle,1967
Jim Dine,1961
Jim Dine,1961
Jim Dine,1961
Jim Dine,1961
Jim Dine,1961
George Grosz,1920
Norma Minkowitz,1989
Franz Kline,1950
"Wilber L. Orme|Cambridge Glass Company (Cambridge, Ohio)",1938
"Wilber L. Orme|Cambridge Glass Company (Cambridge, Ohio)",1938
"Wilber L. Orme|Cambridge Glass Company (Cambridge, Ohio)",1938
"Wilber L. Orme|Cambridge Glass Company (Cambridge, Ohio)",1938
"Walter von Nessen|Chase Brass & Copper Company, Inc. (Waterbury, Connecticut)",1934
"Walter von Nessen|Chase Brass & Copper Company, Inc. (Waterbury, Connecticut)",1934
"Walter von Nessen|Chase Brass & Copper Company, Inc. (Waterbury, Connecticut)",1934
Joseph Stella,1905
David Smith,1950
Jules Olitski,2001
Jules Olitski,2002
Jules Olitski,1997
Eleanore Mikus,1997
Eleanore Mikus,1994
Eric Fischl,1999
Gerry Eskin,2000
Joseph Cornell,1951
Enrique Martinez Celaya,2003
Enrique Martinez Celaya,2003
Enrique Martinez Celaya,2003
DeLoss McGraw,2002
DeLoss McGraw,2002
Tom Levine,2000
Betty Woodman,2002
"Richard Marquis|Venini & Co., Murano, Italy, established 1921",1969
Ed Baynard,1997
Ed Baynard,1988
Ed Baynard,1980
Ed Baynard,1980
Ed Baynard,1981
Stanley Boxer,1979
Stanley Boxer,1976
Stanley Boxer,1977
William Crutchfield,2000
William Crutchfield,1978
William Crutchfield,1978
William Crutchfield,1978
William Crutchfield,1978
Mark di Suvero,1976
Helen Frankenthaler,2000
Helen Frankenthaler,2000
Helen Frankenthaler,1997
Helen Frankenthaler,1997
Helen Frankenthaler,1995
Helen Frankenthaler,1995
Helen Frankenthaler,1995
Helen Frankenthaler,1995
Helen Frankenthaler,1994
Helen Frankenthaler,1990
Helen Frankenthaler,1990
Helen Frankenthaler,1987
Michael Heizer,1983
Michael Heizer,1983
Michael Heizer,1977
Al Held,1999
Al Held,1999
Al Held,1999
Terence La Noue,1994
Terence La Noue,1991
Terence La Noue,1987
Joan Mitchell,1981
Joan Mitchell,1981
Malcolm Morley,1998
Malcolm Morley,1998
Malcolm Morley,1998
"Malcolm Morley|Tyler Graphics, Ltd.",1982
Malcolm Morley,1982
Malcolm Morley,1982
Malcolm Morley,1982
Malcolm Morley,1982
Malcolm Morley,1982
Robert Motherwell,1987
Robert Motherwell,1986
Robert Motherwell,1984
Robert Motherwell,1984
Robert Motherwell,1983
Robert Motherwell,1983
Robert Motherwell,1983
Robert Motherwell,1983
Robert Motherwell,1983
Robert Motherwell,1979
Robert Motherwell,1980
Robert Motherwell,1980
Robert Motherwell,1980
Robert Motherwell,1980
Robert Motherwell,1979
Robert Motherwell,1975
John Newman,1995
John Newman,1992
John Newman,1993
John Newman,1992
John Newman,1992
John Newman,1990
John Newman,1990
John Newman,1990
John Newman,1990
John Newman,1990
John Newman,1990
John Newman,1990
John Newman,1995
James Rosenquist,1993
James Rosenquist,1992
James Rosenquist,1992
James Rosenquist,1992
James Rosenquist,1989
James Rosenquist,1989
James Rosenquist,1989
James Rosenquist,1989
James Rosenquist,1989
James Rosenquist,1989
James Rosenquist,1989
James Rosenquist,1989
James Rosenquist,1989
James Rosenquist,1989
James Rosenquist,1991
James Rosenquist,1991
David Salle,1994
David Salle,1994
David Salle,1994
David Salle,1994
Alan Shields,1984
Alan Shields,1984
Alan Shields,1984
T.L. Solien,1986
T.L. Solien,1985
Steven Sorman,2000
Steven Sorman,1999
Steven Sorman,1999
Steven Sorman,1999
Steven Sorman,1998
Steven Sorman,1998
Steven Sorman,1998
Steven Sorman,1998
Steven Sorman,1998
Steven Sorman,1998
Steven Sorman,1993
Steven Sorman,1992
Steven Sorman,1993
Steven Sorman,1992
Steven Sorman,1985
Steven Sorman,1985
Steven Sorman,1989
Frank Stella,2000
Frank Stella,2000
Frank Stella,1999
Frank Stella,1999
Frank Stella,1997
Frank Stella,1998
Frank Stella,1998
Frank Stella,1998
Frank Stella,1998
Frank Stella,1998
Frank Stella,1998
Frank Stella,1998
Frank Stella,1996
Jacob Lawrence,1954
Frank Stella,1996
Frank Stella,1996
Frank Stella,1996
Frank Stella,1996
Frank Stella,1996
Frank Stella,1996
Frank Stella,1996
Frank Stella,1996
Frank Stella,1996
Frank Stella,1995
Frank Stella,1995
Frank Stella,1995
Frank Stella,1993
Frank Stella,1993
Frank Stella,1993
Frank Stella,1993
Frank Stella,1991
Frank Stella,1991
Frank Stella,1989
Frank Stella,1989
Frank Stella,1985
Frank Stella,1982
Frank Stella,1982
Donald Sultan,1999
Donald Sultan,1999
Donald Sultan,1999
Donald Sultan,1999
Donald Sultan,2000
Donald Sultan,1996
Altoon Sultan,1992
Altoon Sultan,1990
Jack Tworkov,1982
Robert Zakanitch,1981
Betty Woodman,2003
George Rickey,1962
David Smith,1953
Roy Lichtenstein,1990
Roy Lichtenstein,1990
Marguerite Zorach,1929
Cheney Brothers|Francis Gira,1936
Mary Beth McKenzie,2002
Mark Podwal,2003
Anni Albers,1900
Eszter Haraszty|Knoll,1947
Dox Thrash,1940
Ellsworth Kelly,1982
Ellsworth Kelly,1982
Ellsworth Kelly,1982
Ellsworth Kelly,1983
Ellsworth Kelly,1982
Ellsworth Kelly,1982
Pierre Matisse,1915
Yves Tanguy,1939
Roy Lichtenstein,1990
Karen Karnes,1978
Dominic Di Mare,1973
Don Eddy,1989
David Ivie,2002
David Ivie,2002
Morris Graves,1938
Andy Warhol,1974
Andy Warhol,1974
Andy Warhol,1977
Jim Dine,1962
Jim Dine,1962
Jim Dine,1963
Jim Dine,1961
Jim Dine,1959
Lucas Samaras,1969
R.B. Kitaj,1998
John Dickinson,1970
Rackstraw Downes,2003
Bonnie Seeman,2003
Arshile Gorky,1926
Jasper Johns,2000
Nancy Lawton,2000
R.B. Kitaj,2000
"Danielle LaPlante|Paula Wilson|Beka Goedde|Megan Foster|Jacob Stein|Kara Walker|LeRoy Neiman Center for Print Studies, Columbia University",2005
Franz Kline,1950
Franz Kline,1950
Arthur Dove,1935
Esteban Vicente,1986
Esteban Vicente,1956
Esteban Vicente,1950
Ludwig Sander,1961
Ludwig Sander,1964
Willem de Kooning,1964
Sidney Geist,1956
Larry Mohr,1978
Robert Rauschenberg,1959
Alexander Calder,1940
Alexander Calder,1940
Alexander Calder,1940
Tip Toland,2005
William King,1974
Arakawa,1936
Claes Oldenburg,1975
Claes Oldenburg,1975
Grace Hartigan,1956
B. J. O. Nordfeldt,1878
B. J. O. Nordfeldt,1878
Manierre Dawson,1913
Manierre Dawson,1913
Louise Nevelson,1899
Arshile Gorky,1904
Cleve Gray,1957
Cleve Gray,1974
Cleve Gray,1974
Cleve Gray,1980
Cleve Gray,1980
Cleve Gray,2003
George Grosz,1924
Jon Eric Riis,2005
Romare Bearden,1971
Dorothea Tanning,1962
Eugene Berman,1937
Saul Steinberg,1947
Joan Witek,2004
Franz Kline,1959
Christo,2004
Sean Scully,2006
Ibram Lassaw,1955
Michael Glancy,1994
Raymond Pettibon,1998
Raymond Pettibon,1998
Arshile Gorky,1930
Arshile Gorky,1904
Arshile Gorky,1904
Romare Bearden,1971
Martin Kline,2004
Sean Scully,2004
Sean Scully,1998
Pat Flynn,2003
Stephen Hannock,2005
Christo,1975
Christo,1967
Christo,1980
"Jaune Quick-to-See Smith, Enrolled Salish member of the Confederated Salish and Kootenai Tribes of the Flathead Reservation",1988
Dove Bradshaw,1976
Romare Bearden,1971
Romare Bearden,1971
Romare Bearden,1971
Romare Bearden,1971
Romare Bearden,1971
Romare Bearden,1971
Romare Bearden,1971
Romare Bearden,1971
Romare Bearden,1971
Dale Chihuly,1990
Kara Walker,1995
Mark Rothko,1968
Red Grooms,1998
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Robert Motherwell,1965
Ben Kutcher,1895
George Bellows,1906
Andor Weininger,1931
Andor Weininger,1931
Andor Weininger,1931
Andor Weininger,1931
Andor Weininger,1931
Andor Weininger,1931
Andor Weininger,1931
Andor Weininger,1931
Andor Weininger,1931
Andor Weininger,1931
Andor Weininger,1931
Dale Chihuly,1989
Dale Chihuly,2001
Dale Chihuly,2006
Dale Chihuly,2007
Manierre Dawson,1912
Philip Pearlstein,1966
Lola Brooks,2003
Thomas Gentille,2000
Thomas Gentille,2002
Thomas Gentille,2007
Thomas Gentille,1985
Lisa Gralnick,2000
Myra Mimlitsch-Gray,1993
Myra Mimlitsch-Gray,1988
William Harper,1994
William Harper,1984
William Harper,1986
William Harper,1993
Mary Lee Hu,1985
Mary Lee Hu,1977
Richard Mawdsley,1985
Daniel Jocz,2006
Keith Lewis,1998
Stanley Lechtzin,1961
Bruce Metcalf,2001
Eugene Pijanowski|Hiroko Pijanowski,1986
Eugene Pijanowski|Hiroko Pijanowski,1986
Albert Paley,1974
Joan Parcher,1995
Earl Pardon,1989
Kiff Slemmons,1992
Rachelle Thiewes,1995
Joyce J. Scott,1990
Richard Pousette-Dart,1944
Jim Dine,1959
John Koch,1956
Nina Katchadourian,2007
Kay WalkingStick,2004
Alexander Calder,1935
Herman Rosse,1928
Willie Cole,2007
Willie Cole,2007
Randy Hemminghaus|Willie Cole|Brodsky Center for Innovative Editions|Gail Deery,1999
Roxy Paine,2008
Curtis Benzle|Susan Boutz,1982
Curtis Benzle,1975
Jack Earl,2000
Leon Steinmetz|John W. Cataldo,2007
Leon Steinmetz|John W. Cataldo,2007
Leon Steinmetz|John W. Cataldo,2007
Henry Varnum Poor,1926
Doris Tillett,1960
Doris Tillett,1960
Doris Tillett,1945
Doris Tillett,1945
Doris Tillett,1970
Doris Tillett,1970
Doris Tillett,1980
Doris Tillett,1980
Doris Tillett,1975
Doris Tillett,1975
Doris Tillett,1980
Betty Woodman,2008
Robert Smullyan Sloan,1943
Shreve Lamb & Harmon Architects,1930
Kehinde Wiley,2008
Hedda Sterne,1938
Hedda Sterne,1944
Hedda Sterne,1943
Hedda Sterne,1953
Hedda Sterne,1964
Romare Bearden,1943
Romare Bearden,1941
Lino Tagliapietra|Dan Dailey,1989
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1921
Reginald Marsh,1926
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1926
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1926
Reginald Marsh,1921
Reginald Marsh,1926
Reginald Marsh,1921
Reginald Marsh,1926
Reginald Marsh,1921
Reginald Marsh,1925
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1925
Reginald Marsh,1920
Reginald Marsh,1925
Reginald Marsh,1920
Reginald Marsh,1925
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1925
Reginald Marsh,1925
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1925
Reginald Marsh,1920
Reginald Marsh,1925
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1925
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1926
Reginald Marsh,1920
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1921
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Cecil Howard,1950
Albert W. Wein,1951
Karl Heinrich Gruppe,1952
Gifford MacGregor Proctor,1953
Donal Hord,1949
Reginald Marsh,1925
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1920
Reginald Marsh,1898
Peter Dalton,1953
Ivan Méstrovíc,1954
Reginald Marsh,1898
Reginald Marsh,1898
Reginald Marsh,1898
Reginald Marsh,1898
Reginald Marsh,1898
Reginald Marsh,1898
Reginald Marsh,1934
Reginald Marsh,1898
Reginald Marsh,1898
Reginald Marsh,1898
Reginald Marsh,1898
Reginald Marsh,1946
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
Reginald Marsh,1926
